Gene	Module
TRIM36	geneM1
ZFP36L2	geneM6
PAN3	geneM28
PLEKHH2	geneM0
PFKM	geneM9
TMEM123	geneM3
GRIA4	geneM1
IGSF10	geneM6
SPEF2	geneM0
SPARCL1	geneM3
MEPE	geneM0
MBNL1	geneM6
CAPSL	geneM0
NADK2	geneM3
GPD1L	geneM13
GJA1	geneM3
CCNO	geneM1
DDX4	geneM0
SLC30A6	geneM2
PELO	geneM0
RASGRP3	geneM2
SAR1B	geneM2
CATSPER3	geneM0
FAM21B	geneM0
GPR180	geneM0
TCTEX1D1	geneM0
WDR78	geneM0
FARP1	geneM3
IFIT5	geneM32
SLC16A12	geneM27
PANK1	geneM0
PRDM8	geneM1
BMP3	geneM0
HNRNPDL	geneM8
HHEX	geneM6
UTRN	geneM26
GRM1	geneM1
PTPRK	geneM1
GGPS1	geneM0
CNTNAP4	geneM2
ZNF117	geneM0
PART1	geneM1
RAB3C	geneM1
IFLTD1	geneM3
MARVELD2	geneM26
RAD17	geneM4
MED21	geneM0
PLOD2	geneM3
STK32B	geneM18
NRSN1	geneM1
JAKMIP1	geneM9
ZIC1	geneM5
GPR125	geneM3
CPB1	geneM4
SREK1IP1	geneM0
LGI2	geneM23
CWC27	geneM11
MR1	geneM3
SRP19	geneM1
CENPH	geneM4
CDYL	geneM0
CARHSP1	geneM3
TEKT5	geneM0
BANK1	geneM1
TXNDC11	geneM20
DAB2	geneM27
ACMSD	geneM2
BCL2L11	geneM6
ANAPC1	geneM9
CAST	geneM1
SCOC	geneM1
CLGN	geneM8
CETN3	geneM3
SMARCA5	geneM29
SYCP2L	geneM8
BMP6	geneM27
RGPD3	geneM0
RASSF3	geneM26
HNRNPU	geneM11
RANBP2	geneM0
AHCTF1	geneM5
MERTK	geneM3
TMEM87B	geneM1
PTPRR	geneM16
NR4A2	geneM2
CCDC148	geneM0
PLA2R1	geneM1
RBMS1	geneM0
SCN3A	geneM16
FEZF2	geneM0
SLC25A27	geneM1
FAM49B	geneM1
ASAP1	geneM7
TRAPPC8	geneM25
FAM81B	geneM4
LINC00467	geneM4
INO80C	geneM0
LPCAT1	geneM0
PLEKHG4B	geneM0
NMRAL1	geneM4
UBALD1	geneM17
C16orf89	geneM3
TMEM251	geneM0
ING1	geneM13
TEX29	geneM1
ADPRHL1	geneM13
CMTM7	geneM6
FBXL2	geneM8
UBP1	geneM1
RMND5A	geneM0
CD8A	geneM0
RPIA	geneM0
TUBGCP5	geneM4
GOLGA8I	geneM1
PTPRD	geneM2
LURAP1L	geneM1
CNKSR3	geneM2
GTF2E1	geneM0
CFDP1	geneM11
ZDHHC7	geneM0
C7orf31	geneM4
TMPRSS11D	geneM0
JAZF1	geneM16
CMIP	geneM7
SPHKAP	geneM16
KCNJ16	geneM3
PID1	geneM0
TRIP12	geneM19
FBXO36	geneM3
CEBPG	geneM10
KCTD15	geneM3
ZNF599	geneM3
MCOLN2	geneM4
LGI4	geneM3
DDAH1	geneM3
SREK1	geneM0
CHD1	geneM20
ANKFN1	geneM3
DGKE	geneM1
HS2ST1	geneM3
MSI2	geneM3
CACNA2D1	geneM1
ZUFSP	geneM0
HS3ST3A1	geneM3
GDPD1	geneM0
NUS1	geneM0
SEMA3D	geneM2
PPP2R5E	geneM7
GRAP	geneM26
AK5	geneM1
C17orf103	geneM17
CABYR	geneM1
IMPACT	geneM4
ANKRD29	geneM1
C6orf57	geneM0
CHST9	geneM0
THY1	geneM1
DNAAF1	geneM8
C16orf74	geneM3
TBCEL	geneM0
JPH3	geneM12
ANKH	geneM1
FAM105B	geneM10
UBASH3B	geneM23
ROBO4	geneM0
ROBO3	geneM3
TBRG1	geneM1
NRGN	geneM1
FAM134B	geneM2
CDH12	geneM1
TOMM70A	geneM9
ABI3BP	geneM0
ANGPT1	geneM3
PITPNC1	geneM3
CC2D1B	geneM2
CERS3	geneM0
PRKCA	geneM3
LRRK1	geneM1
CEP112	geneM0
GAL3ST2	geneM0
ABCA9	geneM8
ABCA6	geneM1
ABCA10	geneM8
ABCA5	geneM8
ENPP3	geneM0
C4orf19	geneM3
UCHL1	geneM1
MIA3	geneM0
DISP1	geneM3
TNIK	geneM3
TDH	geneM0
FAM167A	geneM3
NEIL2	geneM0
PGM5	geneM26
OBSCN	geneM12
LONRF1	geneM21
TRIM11	geneM30
ENAH	geneM3
CCSAP	geneM0
SH3RF1	geneM2
GBP5	geneM0
BUB3	geneM2
GPR26	geneM0
CCDC173	geneM0
C10orf90	geneM2
FAM69A	geneM2
ATP5G3	geneM33
CNTNAP3B	geneM0
MAGED4	geneM0
SRSF12	geneM0
PDLIM3	geneM3
SORBS2	geneM1
TCEB1	geneM7
LY96	geneM6
CEP170P1	geneM0
TMSB4Y	geneM0
CXADR	geneM18
BTG3	geneM20
C21orf91	geneM2
CHODL	geneM0
NCAM2	geneM0
L3MBTL4	geneM0
PDE1C	geneM2
RABGEF1	geneM0
MRPL39	geneM0
JAM2	geneM3
ATP5J	geneM0
GABPA	geneM3
ADAMTS1	geneM5
ADAMTS5	geneM23
TSEN2	geneM22
SLFN13	geneM26
WNT7A	geneM21
XPC	geneM2
C17orf50	geneM0
CCDC174	geneM11
FGD5	geneM0
FLCN	geneM24
DPH3	geneM0
OXNAD1	geneM1
PLCL2	geneM9
CXXC1	geneM14
SKA1	geneM4
PPP4R1	geneM0
APCDD1	geneM3
PIEZO2	geneM2
CCDC144B	geneM0
MPPE1	geneM4
CCDC144CP	geneM0
USP43	geneM8
RAB6B	geneM1
EME1	geneM0
EPHB1	geneM3
ACSS1	geneM3
ANKRD40	geneM2
ZNF18	geneM4
CA10	geneM1
VOPP1	geneM0
APOOL	geneM0
DKK2	geneM2
CYP2U1	geneM3
RSPH10B	geneM0
FBXL18	geneM0
CNTNAP5	geneM0
PROM2	geneM0
AK9	geneM0
ODF1	geneM0
KLF10	geneM21
PTPRN2	geneM1
AZIN1	geneM0
ATP6V1C1	geneM1
TMEM55A	geneM7
OTUD6B	geneM18
CDK19	geneM2
GTF3C6	geneM3
MARCKS	geneM3
TTC39B	geneM1
AGPAT5	geneM3
MMS19	geneM25
PI4K2A	geneM1
MARVELD1	geneM3
ZFYVE27	geneM9
GOLGA7B	geneM24
GPR78	geneM1
TRMT44	geneM0
RP11-195B21.3	geneM0
SLC25A28	geneM0
HSPA13	geneM0
SAMSN1	geneM6
USP25	geneM8
GRAMD3	geneM3
ZCCHC10	geneM30
C16orf87	geneM0
MOV10	geneM32
RHOC	geneM5
PPM1J	geneM0
DBI	geneM3
SLC16A1	geneM0
HEATR3	geneM0
TRIM74	geneM0
MKI67IP	geneM20
OXA1L	geneM7
SLC7A7	geneM6
LARP1	geneM7
CNOT8	geneM0
GRIA1	geneM16
LRGUK	geneM0
SETD9	geneM2
MIER3	geneM34
NUP205	geneM0
ZKSCAN2	geneM2
C9orf85	geneM0
PIK3AP1	geneM6
RBM45	geneM22
C10orf12	geneM0
TTN	geneM0
VSIG4	geneM6
PDIA4	geneM10
KDM8	geneM1
PDZD9	geneM1
OTOA	geneM0
KCTD18	geneM3
FAM126B	geneM1
ALS2CR12	geneM0
ALS2CR11	geneM0
TMEM237	geneM0
FZD7	geneM3
SPAG17	geneM0
DEPTOR	geneM2
FMN2	geneM3
RNF20	geneM11
PPARGC1B	geneM1
ELMO1	geneM2
SLC26A2	geneM5
LSM11	geneM16
MED7	geneM1
RRAGA	geneM2
SLC24A2	geneM2
ACPL2	geneM0
ADCY8	geneM3
RASA2	geneM8
RMND1	geneM1
SLA	geneM5
TMBIM4	geneM6
VBP1	geneM0
RAB39B	geneM1
CLIC2	geneM0
AFF2	geneM0
MICU3	geneM17
GRIP1	geneM16
VPS37A	geneM0
KIF5A	geneM1
TMEM185A	geneM13
PSD3	geneM1
C9orf41	geneM24
MCU	geneM0
ELMSAN1	geneM5
TTC18	geneM3
GNA14	geneM3
FAM161B	geneM0
GNAQ	geneM7
WIF1	geneM3
GPR61	geneM1
MMP16	geneM0
ADK	geneM7
KCNMA1	geneM1
BATF	geneM6
DCK	geneM17
ADAMTS3	geneM31
ALX3	geneM0
DPY19L4	geneM3
NDUFAF6	geneM0
DRAM2	geneM0
C8orf37	geneM3
C15orf26	geneM0
ADAMTSL3	geneM2
ART3	geneM1
WHAMM	geneM0
N6AMT1	geneM24
RWDD2B	geneM1
USP16	geneM11
CCT8	geneM10
MAP3K7CL	geneM0
BACH1	geneM6
TSPAN7	geneM7
TIAM1	geneM0
SCAF4	geneM7
RPGR	geneM0
CDK20	geneM1
PCGF6	geneM4
ANKRD9	geneM0
SFR1	geneM2
SORCS3	geneM0
SFXN2	geneM0
C14orf2	geneM33
TDRD9	geneM1
FGF18	geneM1
PCDH1	geneM29
SH3RF2	geneM1
GDF6	geneM0
UQCRB	geneM33
MTERFD1	geneM24
PTDSS1	geneM9
PPP2R2B	geneM0
RPL30	geneM15
KCNS2	geneM1
FAM122C	geneM0
SUPV3L1	geneM0
FAM122B	geneM7
EEF1A1	geneM0
HKDC1	geneM3
HK1	geneM9
TYSND1	geneM4
PHF6	geneM2
CD109	geneM3
LRFN2	geneM1
NODAL	geneM0
UBE2L6	geneM32
ZDHHC5	geneM1
MED19	geneM0
ZFAND3	geneM3
NPTN	geneM1
KAT6B	geneM3
SAMD8	geneM4
RAB11FIP1	geneM31
UNC5D	geneM1
GLYATL2	geneM0
UTP14A	geneM0
AIFM1	geneM9
MAPK13	geneM1
BAG4	geneM1
AQP7P3	geneM0
TBC1D31	geneM0
WDYHV1	geneM0
ATAD2	geneM13
FBXO32	geneM1
NSMCE2	geneM0
ZNF689	geneM0
PRR14	geneM34
FBRS	geneM7
FRRS1	geneM6
PHKG2	geneM8
HIAT1	geneM2
SASS6	geneM0
COX6A2	geneM0
ZIC3	geneM0
MALSU1	geneM0
VPS8	geneM22
GALK2	geneM2
LHFPL4	geneM0
B3GNT7	geneM3
MPV17L	geneM4
BUB1B	geneM0
PDE6D	geneM0
EIF4A2	geneM1
BRPF1	geneM0
RPUSD3	geneM25
SST	geneM23
TATDN2	geneM0
GHRL	geneM0
SEC13	geneM0
FAM92A1P1	geneM0
EXOG	geneM0
NTAN1	geneM25
NMNAT2	geneM1
ZFYVE9	geneM9
ATP2B2	geneM1
LYZL4	geneM0
SLC6A1	geneM23
SMG1	geneM0
FCHO2	geneM34
RBPMS	geneM5
TMEM171	geneM2
TIMP4	geneM3
SYN2	geneM1
NRG1	geneM1
C1orf27	geneM3
CPT2	geneM3
NECAP2	geneM3
LRP8	geneM1
PAXIP1	geneM0
STEAP2	geneM1
SSBP3	geneM7
HTR5A	geneM1
CLDN12	geneM24
MMP14	geneM6
FZD1	geneM3
GATAD1	geneM4
SUSD3	geneM6
RP11-66N24.4	geneM1
TMED6	geneM0
CLEC18A	geneM0
DHRS4	geneM0
CLEC18C	geneM0
ARMC12	geneM0
DDX19B	geneM20
ST3GAL2	geneM12
FUK	geneM2
IL34	geneM21
DHRS1	geneM0
CACNA1D	geneM8
ARSE	geneM3
KIT	geneM23
HYDIN	geneM0
AASDH	geneM3
ZNF19	geneM4
CACNA2D3	geneM1
RNF111	geneM1
CCNB2	geneM0
FAM81A	geneM1
MYO1E	geneM2
APPL1	geneM2
MUM1L1	geneM1
AFAP1L1	geneM0
TSC22D3	geneM0
DSCR3	geneM0
DYRK1A	geneM0
KCNJ6	geneM1
ERG	geneM5
ETS2	geneM1
TSPAN18	geneM3
LCA5L	geneM4
SLC35B2	geneM2
TMEM164	geneM3
MX1	geneM32
CREB3L1	geneM2
C2CD2	geneM1
TAB3	geneM7
SLC38A10	geneM0
C9orf43	geneM0
PALM2-AKAP2	geneM2
ZNF618	geneM0
DGKI	geneM1
C9orf91	geneM1
SVOPL	geneM4
SNX22	geneM2
UBN2	geneM1
BRAF	geneM1
ACAN	geneM5
PSMG3	geneM8
CABP1	geneM1
WDR19	geneM8
SLC37A3	geneM8
AP3S2	geneM2
FMNL2	geneM2
GAREML	geneM3
SPPL3	geneM2
DPYSL5	geneM18
DRC1	geneM0
RAB28	geneM0
FAM213B	geneM0
TNFRSF14	geneM1
PANK4	geneM24
MEGF11	geneM3
C12orf43	geneM8
PEX10	geneM4
RER1	geneM0
RADIL	geneM0
SKI	geneM7
WIPI2	geneM0
LDLRAP1	geneM2
AGAP1	geneM2
KRTCAP3	geneM0
ANKRD61	geneM0
PAFAH2	geneM2
EXTL1	geneM12
BRE	geneM7
WDR66	geneM0
MRPL17	geneM0
DUSP2	geneM21
UBXN11	geneM1
NLRP14	geneM4
PTPDC1	geneM2
GALNT14	geneM2
NCK1	geneM0
RHPN1	geneM8
TPRG1L	geneM1
LRRC43	geneM0
AAED1	geneM0
XKR8	geneM3
CNNM4	geneM2
EYA3	geneM10
DZIP1L	geneM0
TMSB15A	geneM0
FANCC	geneM0
MRAS	geneM3
WASF2	geneM5
ABHD3	geneM3
ESYT3	geneM1
FAIM	geneM2
FAM46B	geneM0
CLSTN2	geneM2
COLEC12	geneM0
RNF207	geneM8
CUL4B	geneM7
GPR153	geneM30
SLC13A3	geneM2
GPRASP2	geneM1
RHBDL2	geneM2
AUTS2	geneM3
SHROOM4	geneM2
HIST1H2BD	geneM0
CDC25C	geneM0
HIST1H4H	geneM0
MITD1	geneM10
EIF5B	geneM11
RIBC1	geneM3
TMSB15B	geneM0
C2orf62	geneM0
CNOT11	geneM7
KCNB1	geneM1
TSPAN33	geneM0
NRG2	geneM0
AHCYL2	geneM3
B4GALT5	geneM0
CD1D	geneM6
SPATA2	geneM1
SNX29P1	geneM0
FAM86C1	geneM0
CPA2	geneM2
NCF1	geneM6
TSR2	geneM9
PPP1R9A	geneM1
ZC3H18	geneM11
ZFAND2B	geneM8
GDPD5	geneM0
DYNC1I1	geneM1
PFKFB1	geneM4
ALAS2	geneM0
TMED4	geneM4
PPP1R15B	geneM5
COPG2	geneM2
C11orf30	geneM7
AGPAT6	geneM19
PKD1L1	geneM0
ZSCAN12	geneM28
TAGLN2	geneM5
ELK4	geneM0
SLAMF8	geneM0
SLC45A3	geneM2
DUSP23	geneM0
RNF166	geneM0
NBL1	geneM12
HTR6	geneM1
F11R	geneM5
USF1	geneM9
SPATA2L	geneM21
NIT1	geneM1
DEDD	geneM0
ZNF276	geneM8
NPM2	geneM12
EDA	geneM0
FGF17	geneM24
CDA	geneM0
PINK1	geneM14
B4GALT3	geneM10
DMTN	geneM1
ADAMTS4	geneM2
FAM160B2	geneM0
NDUFS2	geneM9
SLC5A11	geneM2
FCER1G	geneM6
TOMM40L	geneM25
MPZ	geneM0
CCAR2	geneM0
WNT9B	geneM0
CACHD1	geneM3
CDC42SE2	geneM1
RAPGEF6	geneM1
EPB41	geneM13
MIS18A	geneM0
ALG8	geneM0
FBXW5	geneM12
C21orf59	geneM14
SYNJ1	geneM7
PAXBP1	geneM20
IFNAR2	geneM0
MRPL10	geneM0
DMRTC1	geneM0
IFNGR2	geneM0
GART	geneM0
SON	geneM29
DONSON	geneM28
SV2A	geneM1
STC1	geneM5
CSRP1	geneM3
C1QC	geneM6
KCNE2	geneM0
ATP5G1	geneM33
RCAN1	geneM0
UBE2Z	geneM1
C1orf51	geneM0
SNF8	geneM0
CCDC24	geneM0
RUNX1	geneM6
CBR1	geneM2
CBR3	geneM3
C2orf81	geneM0
TUBBP5	geneM0
GJD2	geneM23
ACTC1	geneM0
MORC3	geneM30
CHAF1B	geneM13
SIM2	geneM0
HLCS	geneM2
GOLGA6A	geneM4
SCUBE1	geneM2
ARHGAP27	geneM6
ADPGK	geneM1
PTMS	geneM0
PADI4	geneM1
ADIPOR1	geneM0
CYB5R1	geneM4
PSMD4	geneM9
ATP13A2	geneM7
M1AP	geneM1
PSMB4	geneM0
BTG2	geneM5
CES5A	geneM1
HK2	geneM6
C1R	geneM5
CELF3	geneM17
ALDH4A1	geneM3
STARD9	geneM1
THEM4	geneM1
TCHH	geneM1
UBR1	geneM0
AMFR	geneM2
MED8	geneM0
RGL4	geneM0
RSPRY1	geneM18
CCDC17	geneM0
GPBP1L1	geneM2
NAE1	geneM8
TMEM69	geneM0
CCDC135	geneM0
ACE	geneM0
TEPP	geneM0
EFCAB14	geneM3
SPON2	geneM0
CHCHD6	geneM4
CTBP1	geneM12
LRRC36	geneM0
ANKRD18CP	geneM0
TPPP3	geneM2
ZDHHC1	geneM0
ATP6V0D1	geneM7
AGRP	geneM0
ZFYVE28	geneM1
RLTPR	geneM0
C16orf86	geneM4
FAM131B	geneM9
RGS12	geneM0
PSKH1	geneM4
ZYX	geneM7
ABR	geneM1
FAM115D	geneM0
LYPD5	geneM1
CCDC117	geneM10
ZNF230	geneM0
CCDC107	geneM0
ZNF222	geneM0
NPR2	geneM1
ZNF890P	geneM0
ZNF221	geneM0
ZNF233	geneM8
ZNF235	geneM0
GNE	geneM2
TNFRSF13C	geneM6
ARHGAP35	geneM0
PTGIR	geneM5
CALM3	geneM1
DFFA	geneM0
CCDC28B	geneM3
IQCC	geneM0
TMEM234	geneM8
BSDC1	geneM0
ZBTB8A	geneM28
ATAD3B	geneM8
SSU72	geneM1
UBE2J2	geneM30
ZNF362	geneM0
FNDC5	geneM8
CPAMD8	geneM0
NR2F6	geneM12
ANKLE1	geneM0
CCDC58	geneM0
VMA21	geneM4
KALRN	geneM1
CILP2	geneM0
FAM86C2P	geneM4
ABCG1	geneM2
TMPRSS3	geneM3
RSPH1	geneM0
SLC37A1	geneM0
PDE9A	geneM3
WDR4	geneM0
NDUFV3	geneM1
PKNOX1	geneM29
CBS	geneM3
U2AF1	geneM4
HSF2BP	geneM4
RRP1B	geneM0
PDXK	geneM0
G6PD	geneM0
CSTB	geneM0
RRP1	geneM14
AGPAT3	geneM4
TRAPPC10	geneM2
GAB3	geneM6
C21orf33	geneM22
ICOSLG	geneM2
AIRE	geneM0
C21orf2	geneM14
ZNF66	geneM0
LRRC3	geneM3
ITGB2	geneM6
FAM207A	geneM0
RALGDS	geneM5
FTCD	geneM1
SPATC1L	geneM0
LSS	geneM2
VAV2	geneM3
MCM3AP	geneM19
C21orf58	geneM0
PCNT	geneM11
DIP2A	geneM2
S100B	geneM3
PRMT2	geneM0
CLDND2	geneM0
ZNF208	geneM1
ADAMTS13	geneM8
CACFD1	geneM3
SLC2A6	geneM0
ZNF761	geneM0
C9orf116	geneM0
LCN1	geneM1
ZNF714	geneM0
GPSM1	geneM14
C19orf47	geneM2
HIPK4	geneM1
C9orf117	geneM0
TOR2A	geneM0
ST6GALNAC6	geneM12
SHKBP1	geneM6
RDH13	geneM0
ZER1	geneM1
ZDHHC12	geneM0
PKN3	geneM0
SPTBN4	geneM12
BRSK1	geneM12
PPAPDC3	geneM1
TAOK1	geneM2
MED27	geneM7
DEDD2	geneM10
SIK3	geneM2
MPZL3	geneM0
AMICA1	geneM0
NEK8	geneM4
TLCD1	geneM3
PCSK7	geneM0
SAFB	geneM19
S100A1	geneM3
CHTOP	geneM0
ZBTB7B	geneM0
FLAD1	geneM0
SHC1	geneM5
VPS11	geneM9
NLRX1	geneM4
ADAR	geneM32
IL6R	geneM6
UBE2Q1	geneM0
CHRNB2	geneM1
CRTC2	geneM2
ANO10	geneM4
FDPS	geneM0
RUSC1	geneM1
GBAP1	geneM0
FAM189B	geneM1
PAQR6	geneM2
PMF1	geneM4
SLC25A44	geneM0
LMNA	geneM5
CCR5	geneM6
NBEAL2	geneM0
CCDC12	geneM0
PTH1R	geneM3
UBQLN4	geneM13
MYL3	geneM0
PPP1R35	geneM0
GPATCH4	geneM1
STAG3L2	geneM1
GATS	geneM0
AZGP1	geneM0
FGFR4	geneM0
CYP3A7	geneM1
NACC1	geneM0
HK3	geneM6
LY6K	geneM0
IER2	geneM0
ZNF394	geneM0
CPSF4	geneM0
LY6E	geneM0
VPS28	geneM0
TONSL	geneM13
PTGER1	geneM0
MUM1	geneM14
RECQL4	geneM30
LRRC14	geneM0
ZNF333	geneM4
COL26A1	geneM12
PPP1R16A	geneM12
ORAI2	geneM0
ALKBH4	geneM14
SH2B2	geneM3
C5orf45	geneM8
SQSTM1	geneM5
MGAT4B	geneM0
RPL8	geneM15
MAML1	geneM34
LRWD1	geneM14
FBXL13	geneM0
NAPEPLD	geneM1
SCGB3A1	geneM1
PSMC2	geneM9
CELF5	geneM21
MFSD12	geneM2
AC008132.13	geneM1
XXbac-B444P24.10	geneM0
USP41	geneM0
TUBA3FP	geneM25
YDJC	geneM0
DVL3	geneM3
AP2M1	geneM9
ABCF3	geneM9
PCYT1A	geneM3
FBXO27	geneM0
DMKN	geneM1
U2AF1L4	geneM0
BDH1	geneM8
NPHS1	geneM1
THAP8	geneM0
COX7A1	geneM1
ZNF382	geneM8
DUSP14	geneM21
LRRC56	geneM0
PLXDC1	geneM1
PGAP3	geneM4
IKZF3	geneM0
GRIN2C	geneM3
FDXR	geneM0
SAP30BP	geneM0
ACOX1	geneM3
PRPSAP1	geneM0
CYGB	geneM0
SRSF2	geneM4
ZNF577	geneM0
TMEM143	geneM1
CCL5	geneM2
TBC1D3G	geneM0
KLHL10	geneM1
ALDH16A1	geneM4
ITGA5	geneM5
SIGLEC11	geneM6
ZNF385A	geneM0
SIGLEC16	geneM6
MPP3	geneM0
NAGS	geneM0
LSM12	geneM0
ASB16	geneM0
EMC10	geneM3
JOSD2	geneM2
SHANK1	geneM17
FAM171A2	geneM0
DBF4B	geneM0
PLCD3	geneM3
FMNL3	geneM6
AQP5	geneM3
RACGAP1	geneM0
LARP4	geneM10
GRASP	geneM21
RAVER1	geneM3
SYCE2	geneM0
SPC24	geneM0
IP6K3	geneM2
LEMD2	geneM14
ALOX15	geneM0
TREML1	geneM6
ADCY10P1	geneM2
ZNF653	geneM14
MED11	geneM22
CXCL16	geneM6
SCIMP	geneM6
RNASEK-C17orf49	geneM0
BCL6B	geneM5
ASGR2	geneM1
TNFSF13	geneM3
SENP3	geneM12
FGF11	geneM3
EIF4A1	geneM20
RPL26	geneM15
POLR3K	geneM0
SNRNP25	geneM0
WDR90	geneM8
JMJD8	geneM0
CCDC78	geneM0
SPSB3	geneM14
MEIOB	geneM0
C16orf59	geneM8
CCNF	geneM0
TBC1D24	geneM0
AMDHD2	geneM0
NTN3	geneM3
CCDC64B	geneM1
PAQR4	geneM2
FLYWCH2	geneM0
ZNF75A	geneM8
ADCY9	geneM1
SHANK2	geneM17
CLPB	geneM0
NEU3	geneM0
CYB561A3	geneM4
PPP1R32	geneM4
ASRGL1	geneM3
GNG3	geneM0
UBXN1	geneM11
C11orf48	geneM0
TTC9C	geneM24
TAF6L	geneM14
NXF1	geneM10
STX5	geneM0
SLC25A45	geneM1
RPL29	geneM15
ITIH3	geneM27
DCP1A	geneM7
SYVN1	geneM29
ZFPL1	geneM2
RPS6KA4	geneM0
LRP5	geneM3
TPCN2	geneM0
TAL1	geneM6
CMPK1	geneM1
BEND5	geneM1
ELAVL4	geneM1
SELRC1	geneM9
ZYG11B	geneM1
SLC1A7	geneM0
C1orf123	geneM2
MAGOH	geneM0
ACOT11	geneM3
PARS2	geneM0
USP24	geneM3
PPAP2B	geneM3
NOL9	geneM0
PRKAA2	geneM1
KLHL21	geneM10
ZSWIM5	geneM0
GMEB1	geneM0
SLC45A1	geneM0
SEPN1	geneM3
AK4	geneM3
JAK1	geneM0
RAVER2	geneM3
CTRC	geneM0
LZIC	geneM2
RBP7	geneM2
KNCN	geneM1
FBLIM1	geneM5
SLC25A34	geneM0
AKR7A3	geneM3
DRAXIN	geneM0
PDPN	geneM5
LRRC38	geneM1
DHRS3	geneM3
MATN1	geneM0
LAPTM5	geneM6
SDC3	geneM3
PEF1	geneM7
SYNC	geneM3
RBBP4	geneM29
KIAA1522	geneM17
TSSK3	geneM0
TMCO4	geneM3
UBXN10	geneM13
CAMK2N1	geneM0
ALPL	geneM0
WNT4	geneM18
SCNN1D	geneM8
MXRA8	geneM0
C1orf86	geneM0
MEGF6	geneM0
DIRAS3	geneM0
NFIA	geneM3
OMA1	geneM0
MYSM1	geneM1
TM2D1	geneM4
USP1	geneM2
FUBP1	geneM10
NEXN	geneM0
DNAJB4	geneM10
ELTD1	geneM5
LRRIQ3	geneM0
LRRC53	geneM0
TYW3	geneM24
SNX7	geneM0
B3GALT2	geneM2
NTNG1	geneM1
FAM102B	geneM16
HENMT1	geneM16
AKNAD1	geneM0
C1orf52	geneM0
WDR63	geneM0
GBP2	geneM5
ATXN7L2	geneM25
GBP4	geneM26
ZNF326	geneM0
HFM1	geneM0
BRINP3	geneM3
KCNT2	geneM8
AGL	geneM3
VCAM1	geneM27
EXTL2	geneM1
SLC30A7	geneM28
DNAJA1P5	geneM2
ZNF281	geneM2
ARPC5	geneM18
CADM3	geneM1
NLRP3	geneM4
ZNF496	geneM4
TRIM58	geneM0
KCNJ9	geneM9
IGSF8	geneM2
DDR2	geneM3
PEA15	geneM0
PEX19	geneM1
NCSTN	geneM29
VANGL2	geneM3
OLFML2B	geneM2
FCRLB	geneM0
FCGR3B	geneM0
SLC9C2	geneM0
KLHDC9	geneM1
C1orf74	geneM0
FLVCR1	geneM28
ATF3	geneM0
RBM15	geneM0
DENND2D	geneM0
AXDND1	geneM3
TDRD5	geneM0
IER5	geneM10
SNED1	geneM0
BPNT1	geneM0
SPATA17	geneM0
C1orf115	geneM1
BROX	geneM3
NBPF8	geneM0
ACP6	geneM3
WDR64	geneM0
KIF26B	geneM0
TFB2M	geneM0
CNST	geneM1
PPP1R21	geneM1
KLHDC8A	geneM0
PM20D1	geneM0
PKDCC	geneM25
OXER1	geneM0
HAAO	geneM0
B3GALNT2	geneM0
MAPKAPK2	geneM5
FAIM3	geneM0
CAPN2	geneM3
MRPL55	geneM0
C1orf145	geneM0
WDR26	geneM7
REL	geneM5
PUS10	geneM0
PEX13	geneM30
KIAA1841	geneM1
TRIM17	geneM25
RFTN2	geneM3
DISC1	geneM0
CAPN13	geneM2
LRRTM1	geneM0
MEMO1	geneM17
DPY30	geneM0
TYW5	geneM17
C2orf47	geneM0
KCNF1	geneM2
PQLC3	geneM0
ARL5A	geneM0
FAM84A	geneM1
KCNJ3	geneM1
NEUROD1	geneM31
CLHC1	geneM0
PRORSD1P	geneM4
FRZB	geneM27
DUSP19	geneM24
CCDC104	geneM8
NUP35	geneM0
CCDC138	geneM28
C2orf48	geneM0
ZSWIM2	geneM4
FBXO41	geneM12
ALMS1P	geneM0
ACTG2	geneM27
C2orf44	geneM10
SMC6	geneM11
VSNL1	geneM1
CCDC74A	geneM8
H3F3A	geneM0
ANKRD30BL	geneM0
ADCK3	geneM0
SLC16A14	geneM22
ZNF2	geneM22
SGCB	geneM2
SPATA18	geneM0
NOSTRIN	geneM0
PCDP1	geneM0
SGPP2	geneM1
INHBB	geneM3
BBS5	geneM0
SMARCAD1	geneM18
HPGDS	geneM6
PDLIM5	geneM3
OTUD7B	geneM2
STPG2	geneM2
NEURL3	geneM0
RPRD2	geneM7
ANKRD23	geneM0
CTSS	geneM6
MSX1	geneM3
PACRGL	geneM1
BNIPL	geneM0
C1QTNF7	geneM0
TNFAIP8L2	geneM6
LYSMD1	geneM0
SCNM1	geneM0
TMOD4	geneM0
VPS72	geneM0
ERCC3	geneM9
RNF149	geneM0
IWS1	geneM11
BOLA3	geneM8
CDC42EP3	geneM0
S100A11	geneM6
DHX57	geneM4
ARHGAP25	geneM6
S100A9	geneM5
S100A12	geneM5
TGFA	geneM2
TDRD10	geneM0
CCNYL1	geneM21
FZD5	geneM5
DCAF16	geneM4
NPPC	geneM0
GNPDA2	geneM13
GABRG1	geneM3
GABRB1	geneM3
PAQR3	geneM0
NIPAL1	geneM0
ANTXR2	geneM3
HELQ	geneM0
MRPS18C	geneM0
CGGBP1	geneM7
FAM175A	geneM0
GPR155	geneM1
DAPL1	geneM0
PMVK	geneM0
PBXIP1	geneM3
CLDN1	geneM0
