"","Set","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"262","C4A-positive",1,TRUE,0.0224,542,1681,82,0.049,0.151,"GO:0097435","BP",53,"supramolecular fiber organization",1,"CFLAR,SCIN,WAS,VIM,CAPG,ARHGAP6,ELN,ROCK1,WDR1,ITGB5,FAT1,ASAP3,PXN,ICAM1,EZR,TGFB2,TRIOBP,HCK,MAPRE1,MID1,PYCARD,ARHGEF10,TGFBR1,KANK1,PFN1,DPYSL3,LOXL3,PLEK,LTBP2,TGFB3,CLU,P4HA1,NCKAP1L,PREX1,SDC4,VASP,RAC2,RIPK3,MAP7D3,GDPD2,APOE,ARPC1B,GMFG,GFAP,PPFIA1,SWAP70,LOXL2,LCP1,RIPK1,EMILIN1,GPR65,SFRP2,GSN,SLC39A12,ITGB1,EPS8,RHOC,ACAN,WASF2,DDR2,LMOD1,ATP7A,INPPL1,S1PR1,MTM1,EFEMP2,CORO1B,SH3PXD2B,DES,CDC42EP4,HCLS1,ANXA2,CIB1,MYBPC1,FLNA,S100A10,CD2AP,MSRB1,AIF1,EMP2,ANG,CYFIP1"
"263","C4A-positive",1,TRUE,0.0142,329,1681,55,0.033,0.167,"GO:0007015","BP",53,"actin filament organization",2,"SCIN,WAS,CAPG,ARHGAP6,ELN,ROCK1,WDR1,ITGB5,FAT1,ASAP3,PXN,ICAM1,EZR,TRIOBP,HCK,PYCARD,ARHGEF10,TGFBR1,KANK1,PFN1,DPYSL3,PLEK,TGFB3,NCKAP1L,PREX1,SDC4,VASP,RAC2,GDPD2,ARPC1B,GMFG,PPFIA1,SWAP70,LCP1,GPR65,GSN,EPS8,RHOC,WASF2,LMOD1,INPPL1,S1PR1,CORO1B,SH3PXD2B,CDC42EP4,HCLS1,MYBPC1,FLNA,S100A10,CD2AP,MSRB1,AIF1,EMP2,ANG,CYFIP1"
"264","C4A-positive",1,TRUE,0.00479,135,1681,29,0.017,0.215,"GO:0061572","BP",53,"actin filament bundle organization",3,"WAS,ARHGAP6,ELN,ROCK1,ITGB5,ASAP3,PXN,EZR,TRIOBP,ARHGEF10,TGFBR1,PFN1,DPYSL3,PLEK,TGFB3,SDC4,PPFIA1,SWAP70,LCP1,GPR65,EPS8,RHOC,WASF2,S1PR1,CORO1B,SH3PXD2B,FLNA,S100A10,AIF1"
"265","C4A-positive",1,TRUE,0.00479,135,1681,29,0.017,0.215,"GO:0051017","BP",53,"actin filament bundle assembly",4,"WAS,ARHGAP6,ELN,ROCK1,ITGB5,ASAP3,PXN,EZR,TRIOBP,ARHGEF10,TGFBR1,PFN1,DPYSL3,PLEK,TGFB3,SDC4,PPFIA1,SWAP70,LCP1,GPR65,EPS8,RHOC,WASF2,S1PR1,CORO1B,SH3PXD2B,FLNA,S100A10,AIF1"
"266","C4A-positive",1,TRUE,0.0287,88,1681,19,0.011,0.216,"GO:0030038","BP",53,"contractile actin filament bundle assembly",5,"WAS,ARHGAP6,ELN,ROCK1,ITGB5,ASAP3,PXN,ARHGEF10,TGFBR1,PFN1,TGFB3,SDC4,PPFIA1,GPR65,RHOC,WASF2,S1PR1,SH3PXD2B,S100A10"
"267","C4A-positive",1,TRUE,0.0287,88,1681,19,0.011,0.216,"GO:0043149","BP",53,"stress fiber assembly",6,"WAS,ARHGAP6,ELN,ROCK1,ITGB5,ASAP3,PXN,ARHGEF10,TGFBR1,PFN1,TGFB3,SDC4,PPFIA1,GPR65,RHOC,WASF2,S1PR1,SH3PXD2B,S100A10"
"268","C4A-positive",1,TRUE,0.0438,299,1681,48,0.029,0.161,"GO:1902903","BP",53,"regulation of supramolecular fiber organization",2,"SCIN,WAS,CAPG,ARHGAP6,ELN,ROCK1,WDR1,ASAP3,PXN,ICAM1,TRIOBP,HCK,MAPRE1,MID1,PYCARD,ARHGEF10,TGFBR1,KANK1,PFN1,PLEK,TGFB3,CLU,NCKAP1L,PREX1,SDC4,VASP,APOE,ARPC1B,GMFG,PPFIA1,SWAP70,EMILIN1,GPR65,GSN,SLC39A12,EPS8,RHOC,WASF2,LMOD1,S1PR1,CORO1B,SH3PXD2B,CDC42EP4,HCLS1,CIB1,FLNA,S100A10,CYFIP1"
"269","C4A-positive",1,TRUE,0.0478,176,1681,31,0.018,0.176,"GO:1902905","BP",53,"positive regulation of supramolecular fiber organization",2,"SCIN,WAS,WDR1,PXN,ICAM1,HCK,MAPRE1,PYCARD,ARHGEF10,TGFBR1,PFN1,PLEK,TGFB3,CLU,NCKAP1L,SDC4,VASP,APOE,ARPC1B,GMFG,SWAP70,GPR65,GSN,RHOC,LMOD1,CORO1B,SH3PXD2B,CDC42EP4,FLNA,S100A10,CYFIP1"
"270","C4A-positive",1,TRUE,0.00525,320,1681,56,0.033,0.175,"GO:0032970","BP",53,"regulation of actin filament-based process",1,"SCIN,WAS,ATP1A2,CAPG,GPM6B,ARHGAP6,ELN,CNN2,ROCK1,WDR1,ASAP3,PXN,ICAM1,TRIOBP,MYH9,HCK,PYCARD,ARHGEF10,TGFB1,TGFBR1,KANK1,PFN1,ARHGDIB,PLEK,TGFB3,NCKAP1L,PREX1,SDC4,VASP,BST2,ARPC1B,GMFG,PPFIA1,SWAP70,DSC2,GPR65,GSN,EPS8,RHOC,WASF2,F11R,STC1,PDPN,VANGL2,LMOD1,S1PR1,CORO1B,SH3PXD2B,KCNE3,CDC42EP4,HCLS1,CSF1R,FLNA,S100A10,CD2AP,CYFIP1"
"271","C4A-positive",1,TRUE,0.0106,281,1681,49,0.029,0.174,"GO:0032956","BP",53,"regulation of actin cytoskeleton organization",2,"SCIN,WAS,CAPG,GPM6B,ARHGAP6,ELN,ROCK1,WDR1,ASAP3,PXN,ICAM1,TRIOBP,HCK,PYCARD,ARHGEF10,TGFB1,TGFBR1,KANK1,PFN1,ARHGDIB,PLEK,TGFB3,NCKAP1L,PREX1,SDC4,VASP,BST2,ARPC1B,GMFG,PPFIA1,SWAP70,GPR65,GSN,EPS8,RHOC,WASF2,F11R,VANGL2,LMOD1,S1PR1,CORO1B,SH3PXD2B,CDC42EP4,HCLS1,CSF1R,FLNA,S100A10,CD2AP,CYFIP1"
"272","C4A-positive",1,TRUE,0.013,227,1681,41,0.024,0.181,"GO:0110053","BP",53,"regulation of actin filament organization",3,"SCIN,WAS,CAPG,ARHGAP6,ELN,ROCK1,WDR1,ASAP3,PXN,ICAM1,TRIOBP,HCK,PYCARD,ARHGEF10,TGFBR1,KANK1,PFN1,PLEK,TGFB3,NCKAP1L,PREX1,SDC4,VASP,ARPC1B,GMFG,PPFIA1,SWAP70,GPR65,GSN,EPS8,RHOC,WASF2,LMOD1,S1PR1,CORO1B,SH3PXD2B,CDC42EP4,HCLS1,FLNA,S100A10,CYFIP1"
"273","C4A-positive",1,TRUE,0.0141,88,1681,20,0.012,0.227,"GO:0032231","BP",53,"regulation of actin filament bundle assembly",1,"WAS,ARHGAP6,ROCK1,ASAP3,PXN,ARHGEF10,TGFBR1,PFN1,PLEK,TGFB3,SDC4,PPFIA1,SWAP70,GPR65,RHOC,WASF2,S1PR1,SH3PXD2B,FLNA,S100A10"
"274","C4A-positive",1,TRUE,0.0311,76,1681,17,0.01,0.224,"GO:0051492","BP",53,"regulation of stress fiber assembly",2,"WAS,ARHGAP6,ROCK1,ASAP3,PXN,ARHGEF10,TGFBR1,PFN1,TGFB3,SDC4,PPFIA1,GPR65,RHOC,WASF2,S1PR1,SH3PXD2B,S100A10"
"275","C4A-positive",1,TRUE,0.0199,539,1681,82,0.049,0.152,"GO:0043269","BP",13,"regulation of ion transport",1,"CD4,HFE,FYN,ATP1A2,GPM6B,CYBA,KCNQ1,MYLK,CD84,MAOB,NEDD4,WDR1,DNM2,SLC8B1,FXYD5,FXYD3,ICAM1,TSPO,NKAIN4,TGFB1,HAMP,PPIF,RGS9,CCL2,SLC9A3R1,WFS1,PTPN6,GNAI2,CLCN2,KCNJ13,VAMP8,KCNJ5,HVCN1,AHNAK,IL1B,BEST3,ATP1B2,APOE,LILRB2,LGALS3,PTPN22,APLNR,CLDN10,AGT,SERPINE2,RIPK1,TMBIM6,PML,KCNMB1,STOM,KCNK13,GJA1,STC1,CTSS,CCR1,NOS3,GEM,SYK,CYBB,ATP7A,B2M,BEST1,AHCYL1,CXCL10,ADRB2,PTAFR,CLIC4,P2RY1,CHD7,P2RY6,CEBPB,KCNE3,ANO6,NKAIN3,SLC38A3,FLNA,PLCG2,GSTM2,CLIC1,PIRT,LYN,ORAI1"
"276","C4A-positive",1,TRUE,0.00213,314,1681,57,0.034,0.182,"GO:0010959","BP",13,"regulation of metal ion transport",2,"CD4,HFE,FYN,ATP1A2,CYBA,KCNQ1,MYLK,CD84,NEDD4,DNM2,SLC8B1,FXYD5,FXYD3,ICAM1,TSPO,NKAIN4,TGFB1,HAMP,RGS9,CCL2,SLC9A3R1,WFS1,PTPN6,GNAI2,AHNAK,ATP1B2,LILRB2,LGALS3,PTPN22,APLNR,AGT,SERPINE2,TMBIM6,PML,KCNMB1,STOM,GJA1,STC1,CCR1,NOS3,GEM,ATP7A,B2M,BEST1,AHCYL1,CXCL10,ADRB2,CHD7,P2RY6,KCNE3,ANO6,NKAIN3,FLNA,PLCG2,GSTM2,LYN,ORAI1"
"277","C4A-positive",1,TRUE,0.00798,5,1681,4,0.002,0.8,"GO:0034756","BP",13,"regulation of iron ion transport",3,"HFE,HAMP,ATP7A,B2M"
"278","C4A-positive",1,TRUE,0.0108,197,1681,37,0.022,0.188,"GO:0051924","BP",13,"regulation of calcium ion transport",3,"CD4,FYN,ATP1A2,CYBA,MYLK,CD84,SLC8B1,ICAM1,TSPO,TGFB1,RGS9,CCL2,WFS1,PTPN6,GNAI2,AHNAK,LILRB2,LGALS3,PTPN22,APLNR,AGT,TMBIM6,PML,GJA1,STC1,CCR1,NOS3,GEM,BEST1,CXCL10,CHD7,P2RY6,KCNE3,PLCG2,GSTM2,LYN,ORAI1"
"279","C4A-positive",1,TRUE,0.0325,191,1681,34,0.02,0.178,"GO:0045165","BP",98,"cell fate commitment",1,"PAX6,TEAD3,EYA2,FGFR2,TCF3,GLI2,JAG1,TGFBR1,BMPR1A,NR2E1,HES1,LOXL3,EPAS1,PRRX1,DOCK7,RUNX2,SOX9,SMO,NOTCH2,FGF2,PML,TBX19,MCL1,SFRP2,NOTCH1,ITGB1,TAL1,PDPN,SOX17,STAT3,CEBPB,SH3PXD2B,SOX2,SPN"
"280","C4A-positive",1,TRUE,0.0376,4,1681,3,0.002,0.75,"GO:0060364","BP",40,"frontal suture morphogenesis",1,"TGFB1,TGFB3,MSX2"
"281","C4A-positive",1,TRUE,0.0127,69,1681,17,0.01,0.246,"GO:0007009","BP",187,"plasma membrane organization",1,"DNM2,TGFB2,SH3GLB1,NDRG1,CAV2,PLSCR4,CLU,A4GALT,CRB1,MYOF,GSN,XKR8,S100A9,SNX33,ANO6,PLSCR1,FAT4"
"282","C4A-positive",1,TRUE,0.0483,12,1681,5,0.003,0.417,"GO:1903729","BP",187,"regulation of plasma membrane organization",2,"DNM2,TGFB2,SH3GLB1,GSN,S100A9"
"283","C4A-positive",1,TRUE,0.0233,50,1681,13,0.008,0.26,"GO:1901616","BP",148,"organic hydroxy compound catabolic process",1,"ALDH3B1,MAOB,SCARB1,COMT,ALDH2,APOE,IMPA2,SULT1B1,CYP4F12,CYP4F3,MAOA,AKR1C3,SULT1C4"
"284","C4A-positive",1,TRUE,0.00363,10,1681,6,0.004,0.6,"GO:0006563","BP",87,"L-serine metabolic process",1,"PHGDH,PSAT1,SDS,CBS,SERINC5,SHMT1"
"285","C4A-positive",1,TRUE,0.0138,3,1681,3,0.002,1,"GO:0006565","BP",87,"L-serine catabolic process",2,"SDS,CBS,SHMT1"
"286","C4A-positive",1,TRUE,0.0494,68,1681,15,0.009,0.221,"GO:0006635","BP",264,"fatty acid beta-oxidation",1,"ACAA1,ACADVL,HADHA,GCDH,EHHADH,ABCD3,HADHB,CPT2,ACOX1,BDH2,ACOX2,ETFDH,PPARA,ECI2,PLIN5"
"287","C4A-positive",1,TRUE,0.0203,38,1681,11,0.007,0.289,"GO:0035987","BP",247,"endodermal cell differentiation",1,"ITGB5,MMP2,COL4A2,ITGA7,ITGAV,COL8A1,MMP14,ITGB2,ITGA5,SOX17,SOX2"
"288","C4A-positive",1,TRUE,0.0431,37,1681,10,0.006,0.27,"GO:0035329","BP",91,"hippo signaling",1,"TEAD3,WWTR1,WWC3,STK3,MOB1A,TJP2,YAP1,LIMD1,DCHS1,FAT4"
"289","C4A-positive",1,TRUE,0.0259,385,1681,61,0.036,0.158,"GO:0006979","BP",14,"response to oxidative stress",1,"CFLAR,CD38,ALDH3B1,MGST1,BTK,FYN,HGF,CYBA,DNM2,GSTP1,PXN,PRODH,HMOX1,HIF1A,BMP7,PON2,HSPB1,PPIF,SOD3,HYAL1,IL18RAP,EPAS1,NFE2L2,GPX7,PRDX6,TNFAIP3,CAT,CDK2,APOE,IL10,RIPK1,IDH1,PML,TP53,MCL1,RHOB,FOXO1,SLC7A11,RBPMS,MMP14,NCF1,ZC3H12A,NOS3,TP53INP1,CYBB,ATP7A,AXL,SCARA3,ACOX2,GPR37L1,ETFDH,RELA,UCP2,SP1,AKR1C3,ADA,MAP3K5,MSRB1,AIF1,AQP1,TXNIP"
"290","C4A-positive",1,TRUE,0.0278,253,1681,43,0.026,0.17,"GO:0034599","BP",14,"cellular response to oxidative stress",1,"CFLAR,ALDH3B1,MGST1,BTK,FYN,HGF,CYBA,DNM2,PXN,PRODH,HMOX1,HIF1A,BMP7,HSPB1,PPIF,SOD3,IL18RAP,EPAS1,NFE2L2,GPX7,TNFAIP3,CAT,CDK2,IL10,RIPK1,PML,TP53,MCL1,RHOB,FOXO1,NCF1,ZC3H12A,NOS3,TP53INP1,CYBB,ATP7A,AXL,GPR37L1,RELA,AKR1C3,MAP3K5,AIF1,AQP1"
"291","C4A-positive",1,TRUE,0.0434,126,1681,24,0.014,0.19,"GO:0016052","BP",55,"carbohydrate catabolic process",1,"TKTL1,DERA,PGM1,PYGL,HIF1A,MAN2B1,MANBA,PFKFB4,CTBS,PFKFB2,PPP1R3D,GALM,HKDC1,HK2,HK3,DDIT4,STAT3,PFKFB3,FUT10,PPP1R3B,DHTKD1,PPARA,GM2A,NAGA"
"292","C4A-positive",1,TRUE,0.0217,518,1681,79,0.047,0.153,"GO:0010563","BP",93,"negative regulation of phosphorus metabolic process",1,"PAX6,MVP,GPRC5A,WWTR1,HGF,PREX2,ROCK1,FBLN1,PTPRC,GSTP1,PHACTR3,IRAK3,EZR,TGFB2,GADD45B,PIK3IP1,TIMP3,TSPO,BMP7,PYCARD,IKBKB,SH2D4A,TGFB1,PTN,HSPB1,ENG,PPIF,SLC9A3R1,PTPN6,KAT2B,GNAI2,PLEK,GADD45A,GBP1,TNFAIP3,FKBP15,CDKN2C,NCKAP1L,PREX1,CDKN1A,IL1B,APOE,SLC27A1,GMFG,SWAP70,PTPN22,CDK4,FAM129A,MYC,SMAD6,EMILIN1,RGS3,IQGAP1,CTDSP1,SFRP2,PARD3,FOXO1,ANGPT1,SAMSN1,CD109,ZC3H12A,CD300A,DDIT4,RHOH,STAT3,EFNA1,CCDC8,PARP14,DAG1,PPP1R14B,PTPN2,SFN,PAK2,BGN,SOCS3,CIB1,PPARA,PTPN1,LYN"
"293","C4A-positive",1,TRUE,0.0207,517,1681,79,0.047,0.153,"GO:0045936","BP",93,"negative regulation of phosphate metabolic process",1,"PAX6,MVP,GPRC5A,WWTR1,HGF,PREX2,ROCK1,FBLN1,PTPRC,GSTP1,PHACTR3,IRAK3,EZR,TGFB2,GADD45B,PIK3IP1,TIMP3,TSPO,BMP7,PYCARD,IKBKB,SH2D4A,TGFB1,PTN,HSPB1,ENG,PPIF,SLC9A3R1,PTPN6,KAT2B,GNAI2,PLEK,GADD45A,GBP1,TNFAIP3,FKBP15,CDKN2C,NCKAP1L,PREX1,CDKN1A,IL1B,APOE,SLC27A1,GMFG,SWAP70,PTPN22,CDK4,FAM129A,MYC,SMAD6,EMILIN1,RGS3,IQGAP1,CTDSP1,SFRP2,PARD3,FOXO1,ANGPT1,SAMSN1,CD109,ZC3H12A,CD300A,DDIT4,RHOH,STAT3,EFNA1,CCDC8,PARP14,DAG1,PPP1R14B,PTPN2,SFN,PAK2,BGN,SOCS3,CIB1,PPARA,PTPN1,LYN"
"294","C4A-positive",1,TRUE,2.46e-06,454,1681,89,0.053,0.196,"GO:0007264","BP",64,"small GTPase mediated signal transduction",1,"WAS,ARHGAP31,PREX2,ARHGAP6,RFXANK,NTN1,ROCK1,ARHGAP15,DNM2,GMIP,ARHGAP4,TGFB2,CYTH4,HMOX1,ARHGEF10,RASAL3,SYDE1,DOCK8,KANK1,ARHGDIB,BCL6,ARHGEF26,RTKN,DOK1,RHOU,DOCK7,GNA13,CDK2,PREX1,CDKN1A,RREB1,PSD4,TRIP10,FGD3,RAP1B,RAC2,PLD2,ARHGEF6,STARD8,APOE,RIN2,NOTCH2,DOCK2,PLCE1,FGF2,FGD4,LPAR6,GPR65,BNIP2,ARHGAP17,TP53,VAV1,RIT1,ITPKB,RHOB,FGD2,DYNLT1,GNA12,LPAR4,NOTCH1,ITGB1,EPS8,RHOC,WASF2,RALGDS,PDPN,VANGL2,FBXO8,ABCA1,ARHGEF40,RHOH,RGS19,RASGRP4,GPR4,CDC42EP4,PAK2,SPATA13,CSF1,RASA3,ARHGAP30,SRGAP1,CD2AP,AIF1,GPR56,ARHGAP19,SIPA1,TAX1BP3,RAB6C,CYFIP1"
"295","C4A-positive",1,TRUE,3.56e-05,322,1681,65,0.039,0.202,"GO:0007265","BP",64,"Ras protein signal transduction",2,"WAS,PREX2,ARHGAP6,RFXANK,NTN1,ROCK1,DNM2,ARHGAP4,TGFB2,CYTH4,ARHGEF10,RASAL3,KANK1,ARHGDIB,BCL6,ARHGEF26,RTKN,DOK1,RHOU,GNA13,CDK2,PREX1,CDKN1A,RREB1,PSD4,FGD3,RAP1B,ARHGEF6,APOE,NOTCH2,PLCE1,FGF2,FGD4,LPAR6,GPR65,TP53,VAV1,RIT1,ITPKB,RHOB,FGD2,DYNLT1,GNA12,LPAR4,NOTCH1,ITGB1,EPS8,WASF2,RALGDS,PDPN,VANGL2,FBXO8,ABCA1,ARHGEF40,RASGRP4,GPR4,CDC42EP4,PAK2,SPATA13,CSF1,RASA3,AIF1,GPR56,TAX1BP3,CYFIP1"
"296","C4A-positive",1,TRUE,0.000845,164,1681,36,0.021,0.22,"GO:0007266","BP",64,"Rho protein signal transduction",3,"WAS,PREX2,ARHGAP6,NTN1,ROCK1,ARHGAP4,ARHGEF10,KANK1,ARHGDIB,BCL6,ARHGEF26,RTKN,GNA13,PREX1,FGD3,ARHGEF6,APOE,FGD4,LPAR6,GPR65,VAV1,RHOB,FGD2,GNA12,LPAR4,ITGB1,PDPN,VANGL2,ABCA1,ARHGEF40,GPR4,CDC42EP4,PAK2,SPATA13,GPR56,TAX1BP3"
"297","C4A-positive",1,TRUE,0.000528,297,1681,57,0.034,0.192,"GO:0051056","BP",64,"regulation of small GTPase mediated signal transduction",1,"ARHGAP31,PREX2,ARHGAP6,ARHGAP15,DNM2,GMIP,ARHGAP4,TGFB2,CYTH4,ARHGEF10,RASAL3,SYDE1,KANK1,ARHGDIB,BCL6,ARHGEF26,RHOU,GNA13,PREX1,PSD4,TRIP10,FGD3,RAC2,ARHGEF6,STARD8,APOE,NOTCH2,PLCE1,FGD4,LPAR6,GPR65,BNIP2,ARHGAP17,VAV1,ITPKB,RHOB,FGD2,DYNLT1,LPAR4,NOTCH1,ITGB1,RHOC,FBXO8,ABCA1,ARHGEF40,RHOH,RASGRP4,GPR4,SPATA13,CSF1,RASA3,ARHGAP30,SRGAP1,CD2AP,GPR56,ARHGAP19,SIPA1"
"298","C4A-positive",1,TRUE,0.0228,200,1681,36,0.021,0.18,"GO:0046578","BP",64,"regulation of Ras protein signal transduction",2,"PREX2,DNM2,TGFB2,CYTH4,ARHGEF10,RASAL3,KANK1,ARHGDIB,BCL6,ARHGEF26,PREX1,PSD4,FGD3,ARHGEF6,APOE,NOTCH2,PLCE1,FGD4,LPAR6,GPR65,VAV1,ITPKB,FGD2,DYNLT1,LPAR4,NOTCH1,ITGB1,FBXO8,ABCA1,ARHGEF40,RASGRP4,GPR4,SPATA13,CSF1,RASA3,GPR56"
"299","C4A-positive",1,TRUE,0.00592,64,1681,17,0.01,0.266,"GO:2001057","BP",117,"reactive nitrogen species metabolic process",1,"SLC7A2,DNM2,ICAM1,TSPO,MARC2,CLU,IL1B,AGT,IL10,TLR2,ITGB2,ZC3H12A,NOS3,CX3CR1,TLR5,AIF1,DDAH2"
"300","C4A-positive",1,TRUE,0.0113,124,1681,26,0.015,0.21,"GO:1901568","BP",117,"fatty acid derivative metabolic process",1,"ELOVL5,ALOX5,CD74,TBXAS1,TNFRSF1A,GCDH,PON3,PON2,PTGDS,ACSS3,ALOX5AP,CYP2J2,TLR2,PTGR2,FADS1,CBR1,ACOX1,MAPKAPK2,BDH2,SYK,CYP2S1,CYP4F12,CYP4F3,AKR1C3,ACSL5,ELOVL2"
"301","C4A-positive",1,TRUE,0.00515,188,1681,37,0.022,0.197,"GO:1901605","BP",117,"alpha-amino acid metabolic process",1,"AASS,CTPS2,SLC1A3,PLOD1,PHGDH,COMT,PRODH,FAH,IL4I1,GCDH,KYNU,ALDH6A1,P4HA1,STAT5A,MPST,EGLN3,CKMT2,MCCC2,PSAT1,SDS,GLUL,PLOD2,SLC7A7,ALDH4A1,CBS,ASRGL1,SERINC5,NOS3,ALDH7A1,ATP7A,GPT2,AHCYL1,GATM,SHMT1,ADI1,DDAH2,HOGA1"
"302","C4A-positive",1,TRUE,0.0328,622,1681,91,0.054,0.146,"GO:0044283","BP",117,"small molecule biosynthetic process",1,"PDK4,AASS,ELOVL5,ALOX5,CD74,DERA,TYMP,VCAN,CTPS2,ENTPD2,TBXAS1,ACADVL,UNG,SLC1A3,PGM1,PLOD1,REST,ITPKC,PHGDH,PRTFDC1,HSD3B7,HIF1A,PLTP,SAMHD1,TGFB1,PTGDS,ACSS3,DSE,QKI,KAT2B,PFKFB4,HYAL1,KYNU,PLEK,ABCD3,RDH10,PFKFB2,IL1B,APOE,PCBD2,BCAN,ALOX5AP,FADS2,PSAT1,SDS,GLUL,CYP27A1,FGF2,IMPA2,ITPKB,LBR,ERLIN2,ADM,FADS1,FOXO1,PLOD2,HKDC1,CBR1,HK2,CBS,HK3,BDH2,SERINC5,SYK,GPT2,RIMKLB,DDIT4,ACOX2,STAT3,CHST14,PTAFR,P2RY1,PFKFB3,HAS2,P2RY6,GATM,CSPG4,PTPN2,SHMT1,DHTKD1,BGN,ADI1,SP1,PPARA,AKR1C3,ADA,PLCG2,ELOVL2,PNP,APOC2,HOGA1"
"303","C4A-positive",1,TRUE,0.0322,15,1681,6,0.004,0.4,"GO:0017000","BP",117,"antibiotic biosynthetic process",1,"FYN,CTNS,CYBA,MAOB,CYBB,STAT3"
"304","C4A-positive",1,TRUE,0.00314,163,1681,34,0.02,0.209,"GO:1901136","BP",117,"carbohydrate derivative catabolic process",1,"FUCA2,DERA,TYMP,CD44,VCAN,UNG,GPC4,SAMHD1,RENBP,TGFB1,NAGLU,HYAL1,CTBS,SDC4,APOBEC3A,APOBEC3F,BCAN,LYVE1,NPL,FGF2,HSPG2,ACAN,ADAMTS9,SDC2,GUSB,CSPG4,GPC5,BGN,GM2A,ADA,PNP,NAGA,APOBEC3G,APOBEC3C"
"305","C4A-positive",1,TRUE,0.0217,33,1681,10,0.006,0.303,"GO:1901658","BP",117,"glycosyl compound catabolic process",2,"FUCA2,DERA,TYMP,APOBEC3A,APOBEC3F,ADA,PNP,NAGA,APOBEC3G,APOBEC3C"
"306","C4A-positive",1,TRUE,7.17e-06,365,1681,74,0.044,0.203,"GO:0044282","BP",117,"small molecule catabolic process",1,"ALDH3B1,TKTL1,AASS,DERA,TYMP,CD44,ENTPD2,ACAA1,ACADVL,SCARB1,PGM1,BCKDHB,HADHA,PRODH,RENBP,FAH,IL4I1,TGFB1,GCDH,PON3,ALDH2,EHHADH,HYAL1,KYNU,ABCD3,ALDH6A1,PFKFB2,MPST,TST,APOBEC3A,APOBEC3F,APOE,MCCC2,LPIN3,LYVE1,SDS,GLUL,NPL,HADHB,FGF2,IMPA2,GALM,ALDH1L1,CPT2,HK2,ALDH4A1,CBS,HK3,ACOX1,ASRGL1,BDH2,NOS3,ALDH7A1,GPT2,ACOX2,GUSB,ETFDH,CYP4F11,FUT10,SULT1B1,SHMT1,CYP4F12,CYP4F3,PPARA,AKR1C3,ADA,SULT1C4,ECI2,PNP,DDAH2,PLIN5,APOBEC3G,HOGA1,APOBEC3C"
"307","C4A-positive",1,TRUE,0.000548,148,1681,34,0.02,0.23,"GO:0006022","BP",117,"aminoglycan metabolic process",1,"HGF,CD44,VCAN,GPC4,B4GALT1,TGFB1,NAGLU,DSE,GCNT2,B3GAT2,HYAL1,CTBS,B4GALT4,CHST3,SDC4,HS3ST3B1,IL1B,CHSY1,BCAN,LYVE1,PIM1,FGF2,HSPG2,ANGPT1,ACAN,CHST14,SDC2,GUSB,HAS2,CHST11,CSPG4,GPC5,BGN,CHST6"
"308","C4A-positive",1,TRUE,0.000658,58,1681,18,0.011,0.31,"GO:0006026","BP",117,"aminoglycan catabolic process",2,"CD44,VCAN,GPC4,TGFB1,NAGLU,HYAL1,CTBS,SDC4,BCAN,LYVE1,FGF2,HSPG2,ACAN,SDC2,GUSB,CSPG4,GPC5,BGN"
"309","C4A-positive",1,TRUE,0.00125,100,1681,25,0.015,0.25,"GO:0006023","BP",117,"aminoglycan biosynthetic process",2,"VCAN,GPC4,B4GALT1,TGFB1,DSE,GCNT2,HYAL1,B4GALT4,CHST3,SDC4,HS3ST3B1,IL1B,CHSY1,BCAN,HSPG2,ANGPT1,ACAN,CHST14,SDC2,HAS2,CHST11,CSPG4,GPC5,BGN,CHST6"
"310","C4A-positive",1,TRUE,0.000556,142,1681,33,0.02,0.232,"GO:0030203","BP",117,"glycosaminoglycan metabolic process",2,"HGF,CD44,VCAN,GPC4,B4GALT1,TGFB1,NAGLU,DSE,GCNT2,B3GAT2,HYAL1,B4GALT4,CHST3,SDC4,HS3ST3B1,IL1B,CHSY1,BCAN,LYVE1,PIM1,FGF2,HSPG2,ANGPT1,ACAN,CHST14,SDC2,GUSB,HAS2,CHST11,CSPG4,GPC5,BGN,CHST6"
"311","C4A-positive",1,TRUE,0.00294,106,1681,25,0.015,0.236,"GO:1903510","BP",117,"mucopolysaccharide metabolic process",3,"HGF,CD44,VCAN,B4GALT1,TGFB1,DSE,B3GAT2,HYAL1,B4GALT4,CHST3,IL1B,CHSY1,BCAN,LYVE1,PIM1,FGF2,ANGPT1,ACAN,CHST14,GUSB,HAS2,CHST11,CSPG4,BGN,CHST6"
"312","C4A-positive",1,TRUE,0.000843,54,1681,17,0.01,0.315,"GO:0006027","BP",117,"glycosaminoglycan catabolic process",3,"CD44,VCAN,GPC4,TGFB1,NAGLU,HYAL1,SDC4,BCAN,LYVE1,FGF2,HSPG2,ACAN,SDC2,GUSB,CSPG4,GPC5,BGN"
"313","C4A-positive",1,TRUE,0.00107,99,1681,25,0.015,0.253,"GO:0006024","BP",117,"glycosaminoglycan biosynthetic process",3,"VCAN,GPC4,B4GALT1,TGFB1,DSE,GCNT2,HYAL1,B4GALT4,CHST3,SDC4,HS3ST3B1,IL1B,CHSY1,BCAN,HSPG2,ANGPT1,ACAN,CHST14,SDC2,HAS2,CHST11,CSPG4,GPC5,BGN,CHST6"
